vertex,label
0,77
1,5
2,115
3,11
4,32
5,119
6,53
7,73
8,55
9,2
10,14
11,16
12,105
13,22
14,41
15,44
16,51
17,6
18,110
19,65
20,29
21,100
22,1
23,9
24,81
25,62
26,107
27,61
28,19
29,10
30,99
31,98
32,116
33,60
34,57
35,42
36,111
37,94
38,79
39,82
40,38
41,18
42,91
43,58
44,69
45,40
46,35
47,48
48,4
49,86
50,102
51,71
52,50
53,80
54,28
55,31
56,37
57,118
58,93
59,74
60,36
61,49
62,7
63,15
64,88
65,64
66,21
67,95
68,101
69,39
70,20
71,90
72,52
73,8
74,56
75,92
76,27
77,43
78,12
79,24
80,25
81,97
82,114
83,67
84,17
85,112
86,3
87,117
88,70
89,104
90,75
91,47
92,0
93,85
94,63
95,103
96,68
97,13
98,33
99,45
100,113
101,54
102,66
103,46
104,108
105,83
106,106
107,96
108,109
109,26
