vertex,label
0,0
1,1
2,452
3,253
4,414
5,453
6,359
7,424
8,411
9,427
10,418
11,415
12,329
13,403
14,387
15,390
16,404
17,377
18,440
19,426
20,336
21,397
22,442
23,393
24,395
25,449
26,388
27,399
28,425
29,419
30,341
31,451
32,443
33,331
34,434
35,416
36,357
37,332
38,310
39,363
40,350
41,288
42,264
43,344
44,447
45,285
46,312
47,420
48,305
49,368
50,374
51,441
52,276
53,325
54,339
55,337
56,429
57,291
58,343
59,401
60,287
61,320
62,365
63,321
64,318
65,334
66,432
67,303
68,348
69,354
70,275
71,327
72,408
73,422
74,340
75,352
76,356
77,436
78,349
79,431
80,292
81,351
82,281
83,313
84,402
85,282
86,178
87,249
88,301
89,254
90,190
91,370
92,84
93,346
94,293
95,375
96,323
97,389
98,316
99,308
100,360
101,203
102,286
103,259
104,290
105,7
106,155
107,279
108,255
109,257
110,261
111,277
112,206
113,410
114,381
115,412
116,379
117,271
118,10
119,266
120,170
121,366
122,267
123,195
124,273
125,372
126,163
127,265
128,201
129,146
130,362
131,244
132,385
133,383
134,117
135,246
136,283
137,42
138,113
139,242
140,226
141,208
142,148
143,184
144,160
145,269
146,232
147,169
148,307
149,5
150,179
151,145
152,238
153,157
154,168
155,162
156,247
157,216
158,235
159,284
160,185
161,152
162,150
163,180
164,44
165,251
166,69
167,56
168,230
169,13
170,24
171,73
172,229
173,63
174,240
175,126
176,82
177,8
178,67
179,86
180,139
181,25
182,228
183,174
184,158
185,71
186,79
187,46
188,47
189,52
190,18
191,58
192,132
193,135
194,166
195,27
196,127
197,88
198,128
199,119
200,91
201,3
202,140
203,110
204,134
205,204
206,103
207,95
208,61
209,14
210,49
211,137
212,97
213,93
214,142
215,224
216,112
217,15
218,66
219,59
220,40
221,106
222,107
223,34
224,99
225,30
226,54
227,38
228,32
229,65
230,6
231,22
232,17
233,36
234,11
235,75
236,143
237,92
238,214
239,109
240,121
241,28
242,115
243,101
244,105
245,136
246,455
247,438
248,194
249,445
250,212
251,456
252,164
253,218
254,221
255,172
256,220
257,80
258,77
259,176
260,198
261,182
262,154
263,223
264,187
265,89
266,233
267,192
268,237
269,175
270,130
