vertex,label
0,10
1,56
2,161
3,209
4,468
5,470
6,471
7,465
8,211
9,467
10,459
11,463
12,458
13,220
14,461
15,457
16,50
17,456
18,450
19,453
20,228
21,222
22,212
23,451
24,434
25,447
26,69
27,190
28,445
29,231
30,443
31,441
32,199
33,435
34,436
35,437
36,455
37,201
38,195
39,439
40,433
41,63
42,431
43,191
44,424
45,210
46,218
47,174
48,194
49,232
50,422
51,419
52,159
53,429
54,425
55,193
56,398
57,427
58,423
59,412
60,420
61,416
62,170
63,158
64,207
65,418
66,417
67,208
68,404
69,409
70,411
71,223
72,138
73,407
74,217
75,405
76,400
77,403
78,402
79,187
80,204
81,399
82,415
83,390
84,396
85,389
86,184
87,200
88,391
89,393
90,388
91,197
92,66
93,395
94,378
95,384
96,157
97,215
98,373
99,150
100,70
101,371
102,382
103,374
104,372
105,367
106,349
107,79
108,149
109,370
110,166
111,386
112,366
113,363
114,368
115,213
116,353
117,104
118,351
119,128
120,343
121,347
122,126
123,221
124,364
125,362
126,375
127,369
128,338
129,345
130,114
131,341
132,336
133,86
134,340
135,332
136,117
137,164
138,335
139,125
140,225
141,229
142,334
143,92
144,322
145,328
146,330
147,331
148,73
149,147
150,329
151,326
152,133
153,319
154,333
155,321
156,310
157,317
158,111
159,155
160,119
161,313
162,327
163,315
164,129
165,102
166,312
167,299
168,137
169,308
170,234
171,305
172,324
173,143
174,304
175,168
176,116
177,295
178,288
179,300
180,59
181,152
182,123
183,80
184,297
185,294
186,287
187,290
188,134
189,277
190,293
191,87
192,285
193,283
194,282
195,106
196,280
197,96
198,292
199,273
200,275
201,271
202,264
203,269
204,88
205,259
206,75
207,267
208,99
209,258
210,81
211,188
212,130
213,263
214,127
215,251
216,261
217,253
218,156
219,151
220,94
221,97
222,256
223,254
224,250
225,100
226,242
227,246
228,248
229,0
230,122
231,136
232,245
233,252
234,72
235,241
236,249
237,226
238,5
239,135
240,239
241,78
242,90
243,91
244,85
245,65
246,60
247,237
248,93
249,47
250,235
251,202
252,145
253,118
254,103
255,83
256,172
257,77
258,108
259,36
260,58
261,48
262,42
263,186
264,113
265,41
266,37
267,120
268,52
269,162
270,34
271,46
272,15
273,71
274,6
275,40
276,109
277,29
278,124
279,3
280,25
281,1
282,62
283,54
284,31
285,19
286,153
287,2
288,20
289,4
290,160
291,44
292,57
293,21
294,23
295,18
296,14
297,17
298,12
299,8
