vertex,label
0,0
1,824
2,822
3,820
4,818
5,816
6,815
7,0
8,813
9,811
10,809
11,807
12,805
13,803
14,801
15,799
16,797
17,795
18,793
19,791
20,790
21,788
22,786
23,784
24,783
25,781
26,135
27,779
28,133
29,132
30,777
31,147
32,775
33,774
34,772
35,770
36,768
37,130
38,767
39,128
40,765
41,763
42,126
43,761
44,759
45,757
46,755
47,754
48,125
49,753
50,156
51,751
52,750
53,749
54,747
55,746
56,744
57,742
58,740
59,738
60,736
61,735
62,733
63,731
64,124
65,729
66,727
67,122
68,725
69,723
70,722
71,720
72,718
73,120
74,118
75,165
76,716
77,714
78,712
79,710
80,708
81,706
82,705
83,704
84,702
85,700
86,698
87,696
88,694
89,692
90,690
91,689
92,688
93,687
94,685
95,683
96,681
97,679
98,677
99,675
100,673
101,671
102,669
103,667
104,665
105,664
106,662
107,660
108,658
109,656
110,654
111,0
112,652
113,650
114,648
115,117
116,646
117,115
118,644
119,114
120,642
121,640
122,152
123,638
124,636
125,634
126,633
127,631
128,629
129,627
130,625
131,623
132,621
133,154
134,112
135,619
136,111
137,109
138,618
139,107
140,106
141,616
142,104
143,614
144,613
145,102
146,611
147,609
148,607
149,605
150,603
151,601
152,599
153,100
154,598
155,597
156,595
157,593
158,591
159,589
160,588
161,586
162,584
163,582
164,581
165,579
166,18
167,158
168,577
169,575
170,574
171,573
172,164
173,571
174,98
175,569
176,567
177,566
178,96
179,564
180,2
181,562
182,94
183,560
184,14
185,558
186,556
187,554
188,552
189,550
190,0
191,548
192,13
193,546
194,544
195,542
196,541
197,92
198,539
199,537
200,535
201,90
202,533
203,531
204,153
205,529
206,527
207,525
208,523
209,521
210,519
211,12
212,518
213,516
214,514
215,513
216,511
217,509
218,507
219,505
220,503
221,162
222,501
223,499
224,498
225,497
226,160
227,89
228,496
229,494
230,492
231,491
232,489
233,87
234,85
235,487
236,83
237,485
238,483
239,82
240,481
241,479
242,477
243,80
244,78
245,475
246,473
247,471
248,470
249,468
250,466
251,464
252,463
253,461
254,460
255,458
256,456
257,454
258,453
259,76
260,451
261,449
262,447
263,445
264,10
265,444
266,442
267,440
268,438
269,436
270,167
271,434
272,432
273,430
274,429
275,74
276,427
277,425
278,423
279,421
280,419
281,417
282,415
283,413
284,411
285,409
286,407
287,405
288,72
289,404
290,402
291,400
292,70
293,398
294,396
295,394
296,393
297,391
298,389
299,387
300,385
301,68
302,66
303,383
304,64
305,381
306,62
307,380
308,378
309,377
310,60
311,58
312,375
313,373
314,56
315,371
316,54
317,370
318,369
319,367
320,365
321,363
322,361
323,359
324,357
325,355
326,353
327,351
328,349
329,347
330,346
331,344
332,342
333,340
334,338
335,52
336,336
337,8
338,334
339,332
340,50
341,330
342,328
343,326
344,324
345,323
346,321
347,319
348,48
349,317
350,46
351,315
352,313
353,311
354,309
355,307
356,305
357,44
358,303
359,42
360,301
361,299
362,297
363,295
364,293
365,40
366,291
367,289
368,287
369,285
370,39
371,283
372,281
373,279
374,37
375,277
376,35
377,275
378,273
379,272
380,270
381,268
382,6
383,266
384,264
385,262
386,260
387,258
388,257
389,255
390,253
391,251
392,33
393,31
394,249
395,247
396,245
397,29
398,243
399,241
400,239
401,237
402,236
403,234
404,27
405,232
406,230
407,228
408,226
409,224
410,222
411,220
412,218
413,26
414,216
415,214
416,212
417,210
418,209
419,207
420,206
421,24
422,204
423,202
424,200
425,198
426,197
427,195
428,194
429,192
430,22
431,190
432,188
433,186
434,185
435,4
436,183
437,181
438,20
439,3
440,180
441,16
442,179
443,177
444,176
445,175
446,174
447,173
448,171
449,169
450,167
451,150
452,149
453,151
454,148
455,146
456,144
457,142
458,140
459,138
460,136
