vertex,label
0,38
1,39
2,13
3,7
4,0
5,162
6,1
7,44
8,83
9,155
10,154
11,89
12,122
13,31
14,97
15,70
16,153
17,45
18,94
19,152
20,47
21,92
22,104
23,78
24,199
25,84
26,79
27,72
28,2
29,127
30,108
31,132
32,186
33,192
34,96
35,126
36,62
37,142
38,99
39,64
40,6
41,73
42,200
43,124
44,109
45,116
46,133
47,14
48,48
49,85
50,139
51,128
52,67
53,68
54,50
55,105
56,65
57,196
58,74
59,3
60,119
61,58
62,145
63,88
64,59
65,10
66,52
67,150
68,30
69,151
70,141
71,17
72,134
73,41
74,146
75,9
76,51
77,16
78,107
79,140
80,164
81,23
82,87
83,165
84,147
85,43
86,111
87,42
88,93
89,158
90,178
91,29
92,137
93,120
94,28
95,179
96,24
97,159
98,163
99,5
100,32
101,136
102,237
103,114
104,182
105,100
106,149
107,144
108,173
109,25
110,160
111,176
112,55
113,175
114,125
115,115
116,12
117,34
118,129
119,22
120,167
121,231
122,21
123,63
124,135
125,235
126,221
127,8
128,40
129,172
130,210
131,177
132,91
133,187
134,205
135,218
136,130
137,195
138,204
139,185
140,103
141,184
142,189
143,15
144,193
145,18
146,215
147,148
148,208
149,206
150,212
151,35
152,180
153,101
154,171
155,117
156,77
157,20
158,46
159,194
160,222
161,113
162,76
163,81
164,61
165,169
166,157
167,156
168,223
169,123
170,225
171,226
172,183
173,71
174,209
175,224
176,11
177,69
178,82
179,216
180,217
181,207
182,36
183,37
184,227
185,220
186,191
187,54
188,57
189,131
190,232
191,198
192,229
193,234
194,230
195,213
196,138
197,201
198,143
199,197
200,66
