vertex,label
0,77
1,18
2,99
3,73
4,66
5,0
6,38
7,56
8,1
9,22
10,42
11,31
12,110
13,65
14,55
15,80
16,17
17,9
18,75
19,39
20,54
21,24
22,115
23,58
24,53
25,94
26,43
27,61
28,106
29,67
30,3
31,96
32,29
33,46
34,45
35,7
36,59
37,71
38,21
39,95
40,68
41,20
42,44
43,88
44,102
45,89
46,113
47,52
48,47
49,19
50,104
51,37
52,72
53,50
54,40
55,16
56,63
57,30
58,64
59,23
60,34
61,10
62,82
63,86
64,15
65,5
66,70
67,36
68,12
69,69
70,101
71,108
72,91
73,100
74,76
75,98
76,13
77,57
78,33
79,60
80,32
81,51
82,41
83,78
84,35
85,111
86,103
87,116
88,85
89,25
90,109
91,93
92,2
93,11
94,28
95,84
96,74
97,26
98,97
99,87
100,48
101,112
102,4
103,8
104,27
105,105
106,14
107,92
108,90
109,6
110,81
111,62
112,114
113,79
114,49
115,83
116,107
