vertex,label
0,64
1,124
2,102
3,87
4,38
5,29
6,113
7,8
8,4
9,130
10,111
11,46
12,48
13,12
14,82
15,71
16,47
17,35
18,93
19,16
20,115
21,57
22,80
23,72
24,89
25,50
26,30
27,98
28,17
29,132
30,26
31,97
32,31
33,99
34,117
35,65
36,10
37,9
38,32
39,104
40,53
41,126
42,74
43,116
44,91
45,68
46,11
47,37
48,2
49,0
50,131
51,58
52,66
53,108
54,118
55,18
56,129
57,33
58,59
59,92
60,110
61,14
62,119
63,101
64,21
65,61
66,75
67,83
68,67
69,25
70,23
71,51
72,13
73,6
74,84
75,73
76,121
77,39
78,120
79,63
80,127
81,103
82,52
83,27
84,90
85,40
86,125
87,69
88,15
89,54
90,76
91,19
92,100
93,85
94,56
95,49
96,105
97,34
98,94
99,86
100,112
101,5
102,77
103,62
104,70
105,95
106,41
107,114
108,55
109,123
110,122
111,20
112,1
113,128
114,88
115,22
116,60
117,79
118,107
119,42
120,106
121,78
122,7
123,36
124,96
125,3
126,44
127,109
128,24
129,28
130,45
131,43
132,81
