vertex,label
0,386
1,420
2,140
3,725
4,10
5,215
6,630
7,112
8,923
9,106
10,798
11,197
12,879
13,760
14,951
15,426
16,595
17,651
18,352
19,561
20,150
21,841
22,127
23,398
24,354
25,0
26,265
27,669
28,130
29,852
30,273
31,828
32,464
33,727
34,878
35,301
36,375
37,929
38,498
39,136
40,236
41,728
42,435
43,466
44,436
45,257
46,238
47,377
48,138
49,894
50,963
51,102
52,261
53,537
54,710
55,633
56,104
57,497
58,303
59,468
60,378
61,830
62,36
63,292
64,196
65,781
66,563
67,190
68,565
69,328
70,325
71,597
72,124
73,539
74,470
75,532
76,95
77,456
78,795
79,635
80,463
81,243
82,103
83,499
84,335
85,541
86,20
87,271
88,854
89,730
90,310
91,953
92,540
93,732
94,567
95,434
96,883
97,59
98,899
99,488
100,379
101,240
102,880
103,279
104,952
105,438
106,882
107,671
108,734
109,616
110,411
111,502
112,356
113,637
114,35
115,869
116,111
117,158
118,147
119,850
120,129
121,26
122,797
123,657
124,501
125,731
126,961
127,855
128,599
129,284
130,884
131,752
132,503
133,363
134,486
135,736
136,712
137,381
138,799
139,242
140,684
141,286
142,170
143,408
144,832
145,639
146,199
147,640
148,424
149,7
150,827
151,555
152,52
153,440
154,505
155,549
156,642
157,557
158,38
159,568
160,769
161,131
162,472
163,114
164,542
165,252
166,957
167,244
168,40
169,661
170,269
171,601
172,759
173,506
174,508
175,254
176,600
177,602
178,358
179,643
180,133
181,383
182,177
183,509
184,94
185,566
186,511
187,775
188,163
189,801
190,151
191,262
192,248
193,201
194,360
195,89
196,803
197,152
198,603
199,353
200,544
201,22
202,721
203,546
204,834
205,153
206,294
207,569
208,306
209,634
210,793
211,142
212,713
213,81
214,644
215,856
216,6
217,42
218,548
219,180
220,28
221,160
222,719
223,715
224,202
225,836
226,504
227,385
228,298
229,939
230,430
231,814
232,245
233,954
234,58
235,543
236,341
237,833
238,412
239,121
240,738
241,940
242,740
243,683
244,571
245,685
246,155
247,573
248,605
249,513
250,816
251,179
252,645
253,787
254,823
255,870
256,305
257,901
258,733
259,821
260,647
261,717
262,607
263,219
264,428
265,718
266,362
267,646
268,626
269,659
270,204
271,545
272,686
273,8
274,559
275,900
276,815
277,23
278,447
279,371
280,194
281,387
282,132
283,902
284,186
285,688
286,442
287,105
288,216
289,390
290,742
291,624
292,729
293,838
294,85
295,145
296,400
297,641
298,679
299,57
300,392
301,871
302,86
303,157
304,24
305,802
306,749
307,264
308,237
309,689
310,514
311,967
312,829
313,283
314,785
315,924
316,444
317,507
318,805
319,578
320,61
321,192
322,92
323,831
324,181
325,404
326,873
327,809
328,663
329,18
330,941
331,364
332,858
333,720
334,673
335,943
336,588
337,886
338,9
339,307
340,550
341,115
342,27
343,349
344,361
345,41
346,722
347,97
348,867
349,825
350,575
351,135
352,277
353,156
354,459
355,44
356,99
357,445
358,218
359,762
360,648
361,137
362,701
363,516
364,382
365,782
366,806
367,309
368,650
369,955
370,904
371,432
372,304
373,764
374,945
375,666
376,518
377,848
378,887
379,331
380,88
381,763
382,418
383,134
384,889
385,29
386,446
387,744
388,636
389,311
390,944
391,609
392,347
393,454
394,837
395,520
396,926
397,139
398,413
399,938
400,766
401,345
402,768
403,818
404,522
405,784
406,47
407,414
408,839
409,906
410,840
411,885
412,171
413,691
414,875
415,865
416,220
417,564
418,217
419,410
420,653
421,172
422,860
423,388
424,524
425,523
426,389
427,796
428,611
429,183
430,159
431,50
432,723
433,17
