vertex,label
0,335
1,503
2,500
3,23
4,360
5,694
6,640
7,482
8,43
9,752
10,656
11,568
12,434
13,410
14,177
15,173
16,504
17,148
18,735
19,13
20,45
21,456
22,487
23,282
24,236
25,505
26,535
27,100
28,277
29,234
30,655
31,219
32,247
33,10
34,168
35,59
36,166
37,607
38,192
39,322
40,62
41,646
42,328
43,627
44,299
45,94
46,346
47,155
48,601
49,507
50,55
51,585
52,194
53,145
54,365
55,363
56,707
57,367
58,263
59,555
60,682
61,12
62,665
63,565
64,209
65,16
66,570
67,150
68,285
69,159
70,121
71,615
72,15
73,75
74,457
75,394
76,222
77,766
78,223
79,77
80,304
81,438
82,306
83,366
84,631
85,99
86,571
87,418
88,617
89,307
90,767
91,440
92,544
93,572
94,685
95,272
96,687
97,699
98,228
99,619
100,243
101,760
102,151
103,417
104,104
105,284
106,520
107,414
108,238
109,368
110,669
111,30
112,274
113,613
114,242
115,101
116,0
117,119
118,592
119,262
120,645
121,225
122,647
123,719
124,721
125,751
126,508
127,179
128,518
129,684
130,406
131,244
132,56
133,303
134,246
135,370
136,248
137,371
138,396
139,697
140,521
141,58
142,348
143,589
144,326
145,65
146,557
147,152
148,25
149,40
150,493
151,120
152,464
153,419
154,576
155,64
156,633
157,437
158,554
159,671
160,8
161,398
162,420
163,657
164,22
165,330
166,448
167,536
168,180
169,722
170,332
171,5
172,178
173,286
174,446
175,422
176,594
177,673
178,111
179,208
180,596
181,66
182,620
183,372
184,171
185,245
186,574
187,736
188,288
189,523
190,160
191,47
192,289
193,755
194,33
195,181
196,686
197,89
198,250
199,637
200,305
201,249
202,309
203,689
204,334
205,37
206,691
207,134
208,561
209,591
210,369
211,324
212,593
213,71
214,711
215,400
216,67
217,110
218,649
219,106
220,374
221,187
222,331
223,154
224,136
225,156
226,675
227,442
228,402
229,264
230,117
231,191
232,308
233,712
234,559
235,162
236,385
237,69
238,484
239,227
240,451
241,276
242,597
243,224
244,1
245,157
246,336
247,229
248,609
249,560
250,459
251,486
252,376
253,352
254,461
255,750
256,412
257,741
258,338
259,705
260,502
261,423
262,690
263,488
264,533
265,34
266,743
267,103
268,598
269,428
270,600
271,113
272,122
273,537
274,252
275,724
276,556
277,479
278,444
279,337
280,425
281,702
282,659
283,291
284,648
285,622
286,211
287,463
288,373
289,6
290,744
291,658
292,403
293,231
294,405
295,18
296,84
297,161
298,183
299,539
300,726
301,728
302,602
303,283
304,531
305,529
306,674
307,427
308,378
309,265
310,401
311,123
312,279
313,430
314,86
315,340
316,184
317,186
318,79
319,311
320,137
321,465
322,642
323,688
324,196
325,342
326,339
327,24
328,268
329,704
330,578
331,466
332,380
333,737
334,525
335,538
336,522
337,354
338,558
339,292
340,198
341,267
342,68
343,738
344,70
345,540
346,293
347,14
348,439
349,91
350,709
351,221
352,127
353,3
354,202
355,477
356,458
357,734
358,603
359,635
360,407
361,573
362,670
363,509
364,720
365,233
366,641
367,230
368,135
369,206
370,31
371,677
372,445
373,769
374,176
375,460
376,595
377,356
378,395
379,468
380,254
381,7
382,467
383,301
384,441
385,269
386,381
387,235
388,490
389,443
390,362
391,701
392,266
393,739
394,382
395,313
396,42
397,226
398,124
399,271
400,341
401,4
402,237
403,315
404,49
405,623
406,195
407,281
408,492
409,185
410,255
411,36
412,273
413,46
414,164
415,126
416,526
417,294
418,469
419,421
420,147
421,361
422,165
423,404
424,524
425,462
426,471
427,729
428,167
429,105
430,483
431,295
