vertex,label
0,520
1,338
2,118
3,868
4,876
5,264
6,810
7,622
8,347
9,41
10,754
11,263
12,12
13,18
14,314
15,439
16,387
17,190
18,850
19,682
20,827
21,130
22,114
23,656
24,231
25,316
26,429
27,335
28,715
29,358
30,803
31,193
32,300
33,117
34,349
35,302
36,142
37,82
38,717
39,598
40,28
41,684
42,489
43,491
44,215
45,625
46,266
47,576
48,339
49,119
50,341
51,828
52,268
53,813
54,756
55,213
56,492
57,83
58,228
59,841
60,683
61,423
62,216
63,304
64,814
65,120
66,360
67,386
68,388
69,777
70,445
71,259
72,317
73,343
74,884
75,236
76,303
77,340
78,779
79,447
80,597
81,361
82,306
83,122
84,778
85,521
86,442
87,697
88,686
89,718
90,780
91,416
92,900
93,908
94,22
95,195
96,816
97,432
98,599
99,758
100,764
101,27
102,463
103,655
104,658
105,870
106,390
107,173
108,519
109,885
110,547
111,79
112,781
113,465
114,714
115,735
116,85
117,760
118,660
119,431
120,826
121,44
122,734
123,46
124,626
125,45
126,407
127,523
128,52
129,124
130,93
131,818
132,716
133,765
134,757
135,467
136,412
137,627
138,217
139,174
140,698
141,70
142,628
143,848
144,31
145,101
146,600
147,525
148,630
149,87
150,233
151,59
152,175
153,688
154,192
155,105
156,415
157,313
158,177
159,417
160,629
161,657
162,449
163,10
164,699
165,602
166,689
167,363
168,575
169,755
170,107
171,179
172,197
173,238
174,886
175,829
176,737
177,490
178,389
179,71
180,551
181,858
182,738
183,739
184,240
185,719
186,632
187,736
188,72
189,451
190,466
191,58
192,433
193,73
194,269
195,133
196,819
197,700
198,318
199,157
200,601
201,218
202,468
203,740
204,271
205,685
206,392
207,448
208,806
209,143
210,315
211,493
212,409
213,831
214,138
215,20
216,469
217,577
218,132
219,273
220,418
221,125
222,578
223,766
224,108
225,364
226,362
227,176
228,603
229,634
230,267
231,158
232,842
233,359
234,815
235,471
236,434
237,196
238,178
239,391
240,494
241,194
242,631
243,51
244,759
245,1
246,554
247,393
248,871
249,907
250,580
251,134
252,549
253,555
254,88
255,553
256,29
257,843
258,581
259,496
260,527
261,425
262,450
263,522
264,742
265,237
266,180
267,136
268,337
269,239
270,60
271,701
272,33
273,241
274,776
275,556
276,473
277,94
278,529
279,524
280,198
281,145
282,792
283,365
284,604
285,793
286,243
287,367
288,794
289,394
290,84
291,767
292,242
293,104
294,286
295,319
296,633
297,395
298,872
299,344
300,833
301,8
302,643
303,95
304,345
305,181
306,761
307,743
308,235
309,635
310,636
311,557
312,582
313,126
314,528
315,369
316,121
317,807
318,687
319,530
320,470
321,531
322,320
323,430
324,322
325,834
326,720
327,7
328,74
329,821
330,873
331,783
332,817
333,270
334,137
335,244
336,558
337,96
338,76
339,703
340,559
341,265
342,474
343,366
344,61
345,453
346,324
347,199
348,171
349,321
350,2
351,860
352,420
353,183
354,823
355,852
356,144
357,662
358,15
359,769
360,370
361,159
362,880
363,323
364,182
365,75
366,201
367,435
368,97
369,691
370,561
371,533
372,305
373,606
374,185
375,127
376,245
377,659
378,664
379,896
380,830
381,744
382,475
383,287
384,419
385,200
386,495
387,746
388,748
389,608
390,146
391,396
392,721
393,186
394,346
395,866
396,693
397,21
398,99
399,534
400,397
401,13
402,498
403,14
404,889
405,881
406,536
407,741
408,637
409,272
410,37
411,342
412,155
413,497
414,610
