vertex,label
0,349
1,75
2,681
3,730
4,14
5,93
6,162
7,683
8,434
9,872
10,433
11,544
12,794
13,382
14,50
15,835
16,383
17,765
18,198
19,767
20,576
21,466
22,435
23,130
24,141
25,77
26,465
27,184
28,129
29,577
30,802
31,598
32,224
33,15
34,186
35,381
36,163
37,768
38,145
39,164
40,711
41,795
42,712
43,351
44,315
45,317
46,147
47,295
48,818
49,599
50,700
51,350
52,348
53,296
54,97
55,732
56,731
57,412
58,165
59,384
60,493
61,808
62,492
63,578
64,494
65,827
66,199
67,516
68,467
69,318
70,4
71,803
72,385
73,495
74,515
75,630
76,12
77,600
78,660
79,517
80,496
81,247
82,240
83,733
84,436
85,468
86,497
87,297
88,1
89,601
90,413
91,518
92,185
93,112
94,498
95,437
96,469
97,166
98,836
99,471
100,579
101,414
102,352
103,580
104,837
105,167
106,319
107,659
108,661
109,36
110,629
111,631
112,321
113,227
114,273
115,519
116,200
117,41
118,632
119,633
120,662
121,682
122,748
123,874
124,109
125,786
126,713
127,634
128,68
129,144
130,274
131,547
132,521
133,500
134,201
135,187
136,99
137,523
138,415
139,714
140,298
141,386
142,387
143,17
144,788
145,25
146,869
147,602
148,101
149,867
150,470
151,226
152,65
153,438
154,228
155,663
156,549
157,685
158,238
159,168
160,131
161,635
162,299
163,7
164,2
165,100
166,581
167,750
168,42
169,603
170,749
171,69
172,604
173,664
174,715
175,146
176,111
177,701
178,520
179,388
180,300
181,416
182,320
183,717
184,301
185,785
186,522
187,170
188,275
189,687
190,747
191,202
192,276
193,702
194,230
195,148
196,5
197,322
198,473
199,277
200,150
201,472
202,440
203,502
204,243
205,229
206,323
207,417
208,80
209,734
210,637
211,114
212,102
213,684
214,70
215,94
216,548
217,389
218,44
219,847
220,735
221,819
222,390
223,133
224,769
225,324
226,842
227,245
228,353
229,606
230,442
231,636
232,474
233,325
234,475
235,354
236,302
237,113
238,27
239,418
240,605
241,751
242,476
243,248
244,550
245,439
246,67
247,583
248,9
249,703
250,796
251,103
252,51
253,770
254,477
255,355
256,326
257,231
258,716
259,524
260,688
261,444
262,43
263,771
264,752
265,686
266,149
267,356
268,169
269,445
270,811
271,60
272,705
273,820
274,753
275,665
276,357
277,525
278,328
279,203
280,250
281,582
282,171
283,446
284,584
285,499
286,857
287,279
288,278
289,358
290,252
291,736
292,29
293,718
294,81
295,478
296,392
297,607
298,204
299,303
300,810
301,359
302,754
303,860
304,82
305,551
306,737
307,755
308,689
309,479
310,249
311,812
312,205
313,504
314,327
315,861
316,787
317,251
318,188
319,330
320,441
321,738
322,115
323,505
324,172
325,61
326,585
327,53
328,360
329,280
330,281
331,190
332,282
333,608
334,283
335,329
336,666
337,253
338,821
339,255
340,331
341,797
342,361
343,609
344,789
345,419
346,421
347,552
348,553
349,790
350,829
351,526
352,54
353,555
354,773
355,443
356,117
357,798
358,206
359,610
360,828
361,480
362,611
363,30
364,756
365,612
366,638
367,704
368,8
369,447
370,554
371,332
372,804
373,393
374,45
375,799
376,613
377,614
378,420
379,449
380,556
381,232
382,391
383,772
384,851
385,668
386,838
387,104
388,528
389,284
390,587
391,116
392,207
393,118
394,254
395,839
396,173
397,304
398,20
399,615
400,233
401,31
402,46
403,740
404,557
405,844
406,481
407,757
408,191
409,558
410,333
411,363
412,639
413,62
414,640
415,37
416,690
417,482
418,840
419,853
420,527
421,256
422,305
423,848
424,334
425,84
426,362
427,394
428,285
429,641
430,364
431,529
432,855
433,71
434,642
435,774
436,643
437,55
438,365
439,119
440,395
441,719
442,189
443,19
444,586
445,208
446,588
447,531
448,559
449,72
450,870
451,862
452,192
453,530
454,121
455,422
456,532
457,758
458,858
459,234
460,423
461,306
462,501
463,561
464,22
465,720
466,397
467,151
468,533
469,38
470,152
471,739
472,425
473,562
474,105
475,506
476,589
477,210
478,95
479,759
480,483
481,398
482,122
483,451
484,366
485,667
486,822
487,775
488,11
489,453
490,813
491,484
492,83
493,307
494,308
495,424
496,691
497,452
498,800
499,107
500,534
501,448
502,257
503,721
504,32
505,73
506,616
507,400
508,564
509,368
510,47
511,309
512,396
513,507
514,310
515,560
516,286
517,563
518,849
519,850
520,132
521,707
522,590
523,258
524,134
525,722
526,335
527,617
528,776
529,591
530,369
531,193
532,426
533,863
534,566
535,106
536,486
537,108
538,370
539,209
540,86
541,402
542,367
543,174
544,692
545,669
546,866
547,153
548,693
549,618
550,454
551,565
552,644
553,646
554,0
555,135
556,154
557,760
558,830
559,287
560,211
561,761
562,120
563,485
564,567
565,371
566,503
567,450
568,136
569,777
570,723
571,236
572,645
573,288
574,259
575,401
576,63
577,337
578,175
579,695
580,137
581,455
582,831
583,26
584,832
585,138
586,762
587,741
588,399
589,852
590,487
591,40
592,260
593,139
594,593
595,372
596,427
597,336
598,670
599,404
600,535
601,110
602,374
603,74
604,3
605,814
606,619
607,339
608,791
609,235
610,212
611,92
612,792
613,405
614,33
615,194
616,742
617,237
618,568
619,647
620,195
621,403
622,96
623,592
624,697
625,823
626,213
627,594
628,23
629,456
630,214
631,428
632,672
633,570
634,16
635,509
636,21
637,648
638,843
639,457
640,123
641,620
642,196
643,176
644,834
645,13
646,215
647,289
648,459
649,406
650,622
651,621
652,76
653,177
654,28
655,338
656,178
657,239
658,623
659,806
660,674
661,261
662,458
663,179
664,52
665,341
666,778
667,649
668,156
669,671
670,124
671,536
672,155
673,18
674,650
675,311
676,78
677,625
678,694
679,743
680,824
681,709
682,569
683,510
684,181
685,125
686,88
687,841
688,241
689,340
690,845
691,508
692,651
693,157
694,708
695,263
696,537
697,217
698,312
699,126
700,673
701,779
702,342
703,242
704,571
705,864
706,815
707,180
708,85
709,626
710,313
711,833
712,216
713,140
714,49
715,675
716,262
717,825
718,868
719,290
720,805
721,538
722,763
723,292
724,817
725,264
726,865
727,376
728,652
729,780
730,540
731,572
732,782
733,698
734,218
735,343
736,725
737,627
738,219
739,291
740,127
741,128
742,159
743,653
744,488
745,79
746,293
747,854
748,429
749,373
750,511
751,539
752,856
753,182
754,57
755,375
756,98
757,56
758,859
759,489
760,706
761,407
762,161
763,265
764,624
765,408
766,10
767,221
768,490
769,541
770,654
771,58
772,345
773,64
774,724
775,846
776,542
777,781
778,294
779,347
780,266
781,66
782,267
783,764
784,48
785,460
786,727
787,244
788,90
789,409
790,655
791,573
792,699
793,807
794,344
795,222
796,461
797,744
798,801
799,746
800,462
801,656
802,875
803,142
804,268
805,377
806,766
807,783
808,197
809,463
810,223
811,574
812,143
813,158
814,696
815,87
816,314
817,657
818,816
819,316
820,595
821,24
822,676
823,745
824,378
825,512
826,89
827,346
828,726
829,410
830,871
831,269
832,728
833,729
834,379
835,220
836,793
837,628
838,270
839,543
840,464
841,271
842,513
843,677
844,545
845,679
846,826
847,710
848,596
849,430
850,597
851,6
852,431
853,784
854,225
855,411
856,546
857,678
858,272
859,246
860,809
861,91
862,34
863,380
864,59
865,35
866,514
867,183
868,491
869,680
870,575
871,160
872,432
873,39
874,658
