vertex,label
0,433
1,532
2,225
3,243
4,334
5,77
6,323
7,564
8,497
9,538
10,171
11,254
12,520
13,559
14,579
15,613
16,227
17,293
18,435
19,189
20,522
21,552
22,329
23,36
24,99
25,229
26,186
27,206
28,8
29,78
30,40
31,29
32,49
33,381
34,593
35,335
36,568
37,623
38,39
39,524
40,406
41,336
42,499
43,188
44,331
45,355
46,484
47,357
48,41
49,460
50,295
51,597
52,311
53,612
54,154
55,190
56,316
57,173
58,184
59,407
60,192
61,80
62,536
63,553
64,481
65,50
66,71
67,337
68,256
69,20
70,113
71,255
72,521
73,297
74,442
75,317
76,139
77,55
78,604
79,273
80,594
81,114
82,554
83,57
84,125
85,566
86,615
87,354
88,141
89,382
90,230
91,404
92,592
93,276
94,408
95,88
96,359
97,512
98,299
99,222
100,42
101,257
102,156
103,569
104,577
105,13
106,409
107,318
108,537
109,320
110,468
111,444
112,259
113,115
114,469
115,384
116,166
117,513
118,79
119,338
120,27
121,48
122,208
123,571
124,35
125,339
126,296
127,340
128,637
129,581
130,437
131,411
132,629
133,385
134,315
135,556
136,52
137,277
138,525
139,580
140,470
141,619
142,471
143,639
144,462
145,447
146,543
147,191
148,112
149,342
150,226
151,251
152,496
153,583
154,413
155,449
156,59
157,509
158,319
159,609
160,515
161,486
162,500
163,100
164,343
165,140
166,322
167,570
168,361
169,37
170,487
171,473
172,605
173,142
174,534
175,155
176,363
177,23
178,207
179,539
180,261
181,231
182,209
183,547
184,232
185,116
186,344
187,89
188,472
189,87
190,279
191,260
192,157
193,14
194,258
195,210
196,278
197,233
198,31
199,301
200,60
201,501
202,608
203,135
204,527
205,175
206,158
207,177
208,228
209,253
210,483
211,640
212,101
213,387
214,489
215,56
216,262
217,599
218,19
219,555
220,194
221,410
222,356
223,74
224,30
225,234
226,82
227,235
228,90
229,451
230,280
231,143
232,32
233,430
234,203
235,201
236,236
237,182
238,237
239,212
240,66
241,179
242,264
243,282
244,2
245,265
246,386
247,214
248,118
249,76
250,388
251,557
252,558
253,610
254,362
255,144
256,117
257,126
258,127
259,452
260,62
261,4
262,215
263,103
264,216
265,383
266,523
267,414
268,83
269,44
270,416
271,517
272,621
273,196
274,15
275,1
276,415
277,324
278,519
279,572
280,412
281,617
282,197
283,124
284,390
285,198
286,193
287,391
288,266
289,511
290,474
291,17
292,633
293,128
294,303
295,418
296,358
297,528
298,389
299,284
300,392
301,627
302,178
303,298
304,641
305,526
306,360
307,498
308,436
309,281
310,417
311,364
312,341
313,502
314,600
315,446
316,601
317,491
318,211
319,503
320,305
321,159
322,3
323,548
324,129
325,67
326,161
327,45
328,18
329,393
330,172
331,145
332,146
333,286
334,283
335,632
336,16
337,635
338,12
339,213
340,602
341,307
342,326
343,595
344,306
345,131
346,345
347,160
348,475
349,582
350,346
351,493
352,53
353,181
354,308
355,238
356,195
357,622
358,287
359,10
360,438
361,504
362,240
363,529
364,263
365,302
366,64
367,63
368,365
369,199
370,419
371,200
372,625
373,6
374,454
375,456
376,119
377,104
378,531
379,636
380,267
381,43
382,432
383,300
384,217
385,395
386,453
387,366
388,549
389,628
390,573
391,242
392,421
393,176
394,132
395,244
396,458
397,397
398,38
399,33
400,606
401,321
402,448
403,58
404,560
405,241
406,347
407,457
408,562
409,399
410,368
411,398
412,91
413,24
414,585
415,102
416,434
417,396
418,476
419,563
420,561
421,440
422,584
423,348
424,163
425,400
426,245
427,28
428,9
429,369
430,105
431,92
432,94
433,133
434,505
435,565
436,168
437,349
438,575
439,183
440,488
441,164
442,11
443,634
444,218
445,93
446,268
447,148
448,165
449,506
450,485
451,328
452,84
453,541
454,61
455,46
456,450
457,423
458,65
459,371
460,618
461,167
462,180
463,373
464,350
465,239
466,494
467,202
468,204
469,270
470,394
471,401
472,69
473,219
474,246
475,247
476,576
477,603
478,325
479,70
480,81
481,5
482,25
483,545
484,459
485,367
486,495
487,370
488,248
489,478
490,106
491,72
492,480
493,533
494,374
495,150
496,134
497,624
498,439
499,271
500,288
501,638
502,372
503,567
504,461
505,327
506,330
507,463
508,290
509,514
510,304
511,292
512,420
513,47
514,73
515,586
516,403
517,147
518,120
519,542
520,108
521,490
522,149
523,465
524,272
525,507
526,376
527,85
528,424
529,221
530,21
531,185
532,477
533,169
534,274
535,51
536,482
537,378
538,107
539,479
540,540
541,544
542,550
543,441
544,34
545,587
546,332
547,455
548,626
549,578
550,466
551,285
552,596
553,249
554,152
555,220
556,551
557,223
558,96
559,122
560,151
561,68
562,516
563,98
564,205
565,121
566,109
567,588
568,630
569,425
570,574
571,607
572,422
573,518
574,162
575,508
576,427
577,492
578,530
579,611
580,136
581,510
582,375
583,589
584,535
585,153
586,426
587,402
588,75
589,467
590,224
591,310
592,291
593,598
594,377
595,312
596,289
597,250
598,137
599,314
600,123
601,333
602,252
603,187
604,275
605,546
606,379
607,351
608,313
609,352
610,54
611,631
612,130
613,428
614,614
615,405
616,620
617,353
618,138
619,443
620,429
621,431
622,97
623,294
624,110
625,111
626,464
627,591
628,309
629,616
630,95
631,445
632,174
633,26
634,7
635,86
636,22
637,380
638,590
639,0
640,269
641,170
